book_id,work_id,books_count,isbn13,authors,original_publication_year,title,language_code,average_rating,ratings_count,text_reviews_count,image_url
100,810663,39,9780060786500,Barbara Kingsolver,1998,The Poisonwood Bible,eng,4.02,562787,19941,https://images.gr-assets.com/books/1412242487m/7244.jpg
210,335933,132,9781595141740,Richelle Mead,2007,Vampire Academy (Vampire Academy - #1),en-US,4.14,455151,19720,https://images.gr-assets.com/books/1361098973m/345627.jpg
414,4126074,82,9781416589650,Chris Cleave,2008,The Other Hand,en-US,3.70,197953,19680,https://images.gr-assets.com/books/1344401905m/6948436.jpg
95,1858012,2303,9780375751520,Oscar Wilde - Jeffrey Eugenides,1891,The Picture of Dorian Gray,eng,4.06,674551,19647,https://images.gr-assets.com/books/1424596966m/5297.jpg
65,1683562,241,9780385333850,Kurt Vonnegut Jr.,1969,Slaughterhouse-Five - or The Children's Crusade: A Duty-Dance with Death ,eng,4.06,891762,19646,https://images.gr-assets.com/books/1440319389m/4981.jpg
607,13629068,7,9781481426300,Cassandra Clare,2014,City of Heavenly Fire,eng,4.48,203325,19582,https://images.gr-assets.com/books/1460477794m/8755785.jpg
437,25387072,63,9780670024780,Sue Monk Kidd,2014,The Invention of Wings,en-US,4.23,193774,19518,https://images.gr-assets.com/books/1386699861m/18079776.jpg
135,1164465,175,9780553573430,George R.R. Martin,2000,A Storm of Swords,eng,4.54,527644,19497,https://images.gr-assets.com/books/1497931121m/62291.jpg
752,21581860,55,9781619630630,Sarah J. Maas,2013,Crown of Midnight,en-CA,4.49,184381,19450,https://images.gr-assets.com/books/1391580481m/17167166.jpg
417,849453,137,9780743298020,Diane Setterfield,2006,The Thirteenth Tale,eng,3.95,228602,19432,https://images.gr-assets.com/books/1346267826m/40440.jpg
117,948387,165,9780440498060,Madeleine L'Engle,1962,A Wrinkle in Time,en-US,4.04,650094,19413,https://images.gr-assets.com/books/1329061522m/18131.jpg
290,15237902,18,9780307886260,Mindy Kaling,2011,Is Everyone Hanging Out Without Me? (And Other Concerns),eng,3.84,312931,19397,https://images.gr-assets.com/books/1443264638m/10335308.jpg
193,3364437,120,9780316017920,Malcolm Gladwell,2008,Outliers: The Story of Success,en-US,4.11,369126,19383,https://images.gr-assets.com/books/1344266315m/3228917.jpg
114,1995335,172,9780751529810,Mitch Albom - Saulius Dagys,1997,Tuesdays with Morrie,eng,4.06,584397,19272,https://images.gr-assets.com/books/1423763749m/6900.jpg
445,14625976,150,9780062060560,S.J. Watson,2011,Before I Go to Sleep,en-CA,3.87,213136,19206,https://images.gr-assets.com/books/1358353512m/9736930.jpg
1203,16964419,41,9781442408920,Benjamin Alire Sáenz,2012,Aristotle and Dante Discover the Secrets of the Universe,,4.34,123245,19200,https://images.gr-assets.com/books/1328320260m/12000020.jpg
355,3270810,87,9780152063960,Kristin Cashore,2008,Graceling,en-CA,4.10,296630,19081,https://images.gr-assets.com/books/1331548394m/3236307.jpg
300,1148702,178,9780385751060,John Boyne,2006,The Boy in the Striped Pyjamas,eng,4.10,325401,19058,https://images.gr-assets.com/books/1366228171m/39999.jpg
591,829330,67,9780316013680,Sherman Alexie - Ellen Forney,2007,The Absolutely True Diary of a Part-Time Indian,eng,4.11,171492,18988,https://images.gr-assets.com/books/1327908992m/693208.jpg
539,21389085,53,9781301949820,Colleen Hoover,2012,Hopeless,eng,4.34,207777,18984,https://images.gr-assets.com/books/1353489892m/15717943.jpg
165,1019062,176,9780553582020,George R.R. Martin,2005,A Feast for Crows,en-US,4.10,481130,18876,https://images.gr-assets.com/books/1429538615m/13497.jpg
309,6948844,96,9781442403540,Cassandra Clare,2011,City of Fallen Angels,en-US,4.16,373167,18870,https://images.gr-assets.com/books/1369452302m/6752378.jpg
421,13556031,77,9780345521310,Paula McLain,2011,The Paris Wife,eng,3.79,207590,18836,https://images.gr-assets.com/books/1320545874m/8683812.jpg
475,10706553,8,9780525422940,Gayle Forman,2011,Where She Went,en-US,4.06,218362,18556,https://images.gr-assets.com/books/1347810457m/8492825.jpg
234,118521,87,9780141310890,Laurie Halse Anderson,1999,Speak,eng,4.00,372404,18379,https://images.gr-assets.com/books/1310121762m/439288.jpg
53,3178011,217,9780375826700,Christopher Paolini,2002,Eragon,en-US,3.86,1125231,18280,https://images.gr-assets.com/books/1366212852m/113436.jpg
584,6278977,67,9780670020550,Lev Grossman,2009,The Magicians,eng,3.47,165609,18232,https://images.gr-assets.com/books/1313772941m/6101718.jpg
396,3407295,69,9780345505330,Jamie Ford,2009,Hotel on the Corner of Bitter and Sweet,eng,3.98,211336,18120,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
121,1268631,370,,Vladimir Nabokov - Craig Raine,1955,Lolita,eng,3.88,517990,18107,https://images.gr-assets.com/books/1377756377m/7604.jpg
172,2507928,1492,9780345803920,Leo Tolstoy - Louise Maude - Leo Tolstoj - Aylmer Maude,1877,Анна Каренина,eng,4.02,472796,18064,https://images.gr-assets.com/books/1352422904m/15823480.jpg
111,2868431,98,9780143037150,Kim Edwards,2005,The Memory Keeper's Daughter,eng,3.64,510582,18027,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
807,25791820,89,9780385351390,Dave Eggers,2013,The Circle,eng,3.46,129023,17954,https://images.gr-assets.com/books/1376419833m/18302455.jpg
351,6674845,99,9781416975880,Cassandra Clare,2011,Clockwork Prince,eng,4.46,328019,17854,https://images.gr-assets.com/books/1460477747m/10025305.jpg
1000,15093325,66,9780805094600,Leigh Bardugo,2012,Shadow and Bone,eng,4.05,149447,17829,https://images.gr-assets.com/books/1339533695m/10194157.jpg
224,6678670,97,9780385738930,Lauren Kate,2009,Fallen,en-US,3.74,408108,17725,https://images.gr-assets.com/books/1440619649m/6487308.jpg
435,6674135,82,9780061726810,Lauren Oliver,2010,Before I Fall,eng,3.92,232559,17705,https://images.gr-assets.com/books/1361044695m/6482837.jpg
175,4551489,87,9780739380340,Rick Riordan,2009,The Last Olympian,eng,4.50,499510,17693,https://images.gr-assets.com/books/1327924597m/4502507.jpg
404,16298550,76,9780385344230,William Landay,2012,Defending Jacob,eng,3.97,202066,17681,https://images.gr-assets.com/books/1329612158m/11367726.jpg
385,13387396,86,9780307352150,Susan Cain,2012,Quiet: The Power of Introverts in a World that Can't Stop Talking,eng,4.04,221729,17573,https://images.gr-assets.com/books/1328562861m/8520610.jpg
1353,18390887,40,9780312642980,Marissa Meyer,2015,Winter,eng,4.49,110738,17494,https://images.gr-assets.com/books/1470057036m/13206900.jpg
567,14928278,90,9780345525540,Vanessa Diffenbaugh,2011,The Language of Flowers,eng,4.07,159668,17457,https://images.gr-assets.com/books/1333577674m/10032672.jpg
438,6659752,68,9780141043760,Liane Moriarty,2009,What Alice Forgot,eng,4.05,205778,17382,https://images.gr-assets.com/books/1377159022m/6469165.jpg
827,21442106,60,,Jenny Han,2014,To All the Boys I've Loved Before,eng,4.11,151311,17356,https://images.gr-assets.com/books/1372086100m/15749186.jpg
920,41711738,94,9781607747310,Marie Kondō - Cathy Hirano,2011,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,eng,3.77,129409,17320,https://images.gr-assets.com/books/1418767178m/22318578.jpg
82,3284484,108,9780385486800,Jon Krakauer,1996,Into the Wild,eng,3.94,665377,17299,https://images.gr-assets.com/books/1403173986m/1845.jpg
44,1498135,190,9780553816720,Nicholas Sparks,1996,The Notebook,eng,4.06,1076749,17279,https://images.gr-assets.com/books/1385738917m/15931.jpg
200,3038872,474,9780312330870,Agatha Christie,1939,Ten Little Niggers,eng,4.23,456680,17264,https://images.gr-assets.com/books/1391120695m/16299.jpg
97,3165724,2207,9780393970130,Bram Stoker - Nina Auerbach - David J. Skal,1897,Dracula,eng,3.98,689739,17263,https://images.gr-assets.com/books/1387151694m/17245.jpg
150,1041558,80,9780312353770,Anita Diamant,1997,The Red Tent,en-US,4.16,449217,17234,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
163,10107891,72,9781423113390,Rick Riordan,2010,The Lost Hero,eng,4.35,489495,17107,https://images.gr-assets.com/books/1464201003m/7736182.jpg
42,3244642,1707,9780451529300,Louisa May Alcott,1868,Little Women,en-US,4.04,1314293,17090,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1668,42077459,48,9781627792130,Leigh Bardugo,2015,Six of Crows,eng,4.46,101264,17068,https://images.gr-assets.com/books/1500689111m/23437156.jpg
522,1871423,113,9780375507250,David Mitchell,2004,Cloud Atlas,eng,4.01,172239,17001,https://images.gr-assets.com/books/1406383769m/49628.jpg
566,44693518,94,,Jojo Moyes,2015,After You,eng,3.70,175532,16879,https://images.gr-assets.com/books/1429029729m/25041504.jpg
197,479517,109,9780441008540,Charlaine Harris,2001,Dead Until Dark,en-US,3.96,444824,16818,https://images.gr-assets.com/books/1468560853m/301082.jpg
218,18973111,96,9780425263910,Sylvia Day,2012,Bared to You,eng,4.19,386136,16748,https://images.gr-assets.com/books/1477803272m/13572249.jpg
130,69741,666,9780684830490,Ernest Hemingway,1952,The Old Man and the Sea,eng,3.73,574328,16716,https://images.gr-assets.com/books/1329189714m/2165.jpg
950,11409817,71,9780803734970,Jandy Nelson,2014,I'll Give You the Sun,eng,4.14,153584,16701,https://images.gr-assets.com/books/1496659336m/20820994.jpg
132,2561472,123,9781401308580,Mitch Albom,2003,The Five People You Meet in Heaven,,3.90,474699,16682,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
467,3281466,9,9781594489590,Junot Díaz,2007,The Brief Wondrous Life of Oscar Wao,eng,3.89,181124,16640,https://images.gr-assets.com/books/1391409748m/297673.jpg
319,13629058,101,9781442416860,Cassandra Clare,2012,City of Lost Souls,eng,4.30,327869,16639,https://images.gr-assets.com/books/1460477703m/8755776.jpg
665,2802546,101,9780345504970,Justin Cronin,2010,The Passage,eng,4.04,145772,16506,https://images.gr-assets.com/books/1327874267m/6690798.jpg
702,10365993,173,9781843913730,Jonas Jonasson - Rod Bradbury,2009,Hundraåringen som klev ut genom f�nstret och f�rsvann,en-GB,3.81,137865,16350,https://images.gr-assets.com/books/1334848488m/13486632.jpg
610,21998925,33,9780670025820,Daniel James Brown,2013,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,eng,4.32,139128,16287,https://images.gr-assets.com/books/1354683116m/16158542.jpg
389,66322,75,9780765311790,Brandon Sanderson,2006,Mistborn : The Final Empire,eng,4.43,238993,16276,https://images.gr-assets.com/books/1480717416m/68428.jpg
1022,25128502,46,9781619630660,Sarah J. Maas,2014,Heir of Fire,eng,4.53,142858,16235,https://images.gr-assets.com/books/1460846511m/20613470.jpg
991,13785503,44,9780525951990,Rainbow Rowell,2011,Attachments,eng,3.95,119865,16114,https://images.gr-assets.com/books/1499377988m/8909152.jpg
265,833257,127,9780061120080,Betty  Smith,1943,A Tree Grows In Brooklyn ,eng,4.24,309000,16088,https://images.gr-assets.com/books/1327883484m/14891.jpg
66,3358283,409,9780446675540,Margaret Mitchell,1936,Gone with the Wind,eng,4.28,897303,16050,https://images.gr-assets.com/books/1328025229m/18405.jpg
178,1385044,246,9780061148510,Sylvia Plath,1963,The Bell Jar,en-US,3.98,442157,15963,https://images.gr-assets.com/books/1473890514m/6514.jpg
613,3448086,119,9780330449600,Kate Morton,2008,The Forgotten Garden,en-GB,4.12,157088,15953,https://images.gr-assets.com/books/1455283767m/3407877.jpg
338,6463667,129,9780340896970,David Nicholls,2009,One Day,eng,3.77,247052,15937,https://images.gr-assets.com/books/1327873020m/6280118.jpg
852,45424659,80,,Paul Kalanithi - Abraham Verghese,2016,When Breath Becomes Air,eng,4.32,165673,15933,https://images.gr-assets.com/books/1492677644m/25899336.jpg
103,391568,1310,9780140449270,Alexandre Dumas - Robin Buss,1844,Le Comte de Monte-Cristo,eng,4.21,601220,15925,https://images.gr-assets.com/books/1309203605m/7126.jpg
1568,43940889,19,,Colleen Hoover,2016,It Ends with Us,eng,4.44,94915,15878,https://images.gr-assets.com/books/1470427482m/27362503.jpg
186,3248536,111,9780743227440,Philippa Gregory,2001,The Other Boleyn Girl,eng,4.04,399223,15846,https://images.gr-assets.com/books/1355932638m/37470.jpg
77,1679789,138,9780439244190,Louis Sachar - Louis Sachar,1998,Holes,eng,3.93,764637,15832,https://images.gr-assets.com/books/1327781893m/38709.jpg
482,7048306,46,9781439153670,Kathleen Grissom,2010,The Kitchen House,en-CA,4.18,179277,15812,https://images.gr-assets.com/books/1463229128m/6837103.jpg
273,1453585,105,9780812968060,Lisa See,2005,Snow Flower and the Secret Fan,eng,4.05,290660,15807,https://images.gr-assets.com/books/1327880508m/1103.jpg
813,25391048,51,9781250049380,Rainbow Rowell,2014,Landline,eng,3.55,123422,15782,https://images.gr-assets.com/books/1499378092m/18081809.jpg
382,6759965,86,9780525421580,John Green - David Levithan,2010,Will Grayson - Will Grayson,eng,3.84,254305,15782,https://images.gr-assets.com/books/1368393890m/6567017.jpg
858,21580644,83,9780345539790,Pierce Brown,2014,Red Rising,eng,4.26,128188,15775,https://images.gr-assets.com/books/1461354651m/15839976.jpg
322,16534,152,9780060557810,Neil Gaiman,1996,Neverwhere,eng,4.18,301740,15680,https://images.gr-assets.com/books/1348747943m/14497.jpg
89,992628,129,9780345418260,William Goldman,1973,The Princess Bride,en-US,4.25,658042,15630,https://images.gr-assets.com/books/1327903636m/21787.jpg
745,17995392,2,9780399159020,Jenny  Lawson,2012,Let's Pretend This Never Happened (A Mostly True Memoir),eng,3.90,130593,15544,https://images.gr-assets.com/books/1489415716m/12868761.jpg
837,18464379,66,9780307931890,David Levithan,2012,Every Day,eng,3.99,133960,15539,https://images.gr-assets.com/books/1356993940m/13262783.jpg
307,2502882,102,9780756404730,Patrick Rothfuss,2011,The Wise Man's Fear,eng,4.57,282349,15503,https://images.gr-assets.com/books/1452624392m/1215032.jpg
214,2936530,94,9780141382890,Rick Riordan,2007,The Titan's Curse,eng,4.33,486262,15418,https://images.gr-assets.com/books/1361038385m/561456.jpg
473,3088141,78,9780670038600,Tana French,2007,In the Woods,eng,3.74,201721,15392,https://images.gr-assets.com/books/1348442606m/237209.jpg
711,750423,62,9781416912040,Neal Shusterman,2007,Unwind,eng,4.18,152643,15376,https://images.gr-assets.com/books/1297677706m/764347.jpg
750,17588854,60,9781620610080,Jennifer L. Armentrout,2011,Obsidian,eng,4.23,176296,15367,https://images.gr-assets.com/books/1328275091m/12578077.jpg
869,1531887,127,9781933372600,Muriel Barbery - Alison Anderson,2006,L'�l�gance du h�risson,eng,3.73,118556,15335,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
19,3204327,566,9780618346260,J.R.R. Tolkien,1954, The Fellowship of the Ring,eng,4.34,1832541,15333,https://images.gr-assets.com/books/1298411339m/34.jpg
1198,42375710,55,9780385539260,Hanya Yanagihara,2015,A Little Life,eng,4.27,85544,15267,https://images.gr-assets.com/books/1446469353m/22822858.jpg
1130,24878172,21,,Colleen Hoover,2014,Ugly Love,eng,4.30,116301,15257,https://images.gr-assets.com/books/1399179135m/17788401.jpg
233,3285349,347,9781400034680,Gabriel García Márquez - Edith Grossman,1985,El amor en los tiempos del cólera,eng,3.89,323461,15246,https://images.gr-assets.com/books/1327124987m/9712.jpg
128,16005831,190,9781451648540,Walter Isaacson,2011,Steve Jobs,eng,4.09,579256,15198,https://images.gr-assets.com/books/1327861368m/11084145.jpg
37,4790821,474,9780060764890,C.S. Lewis,1950,The Lion - the Witch and the Wardrobe,eng,4.19,1584884,15186,https://images.gr-assets.com/books/1353029077m/100915.jpg
668,26542311,62,9781594205710,Celeste Ng,2014,Everything I Never Told You,eng,3.78,134550,15177,https://images.gr-assets.com/books/1386795198m/18693763.jpg
1192,10870318,89,9780399254120,Ruta Sepetys,2011,Between Shades of Gray,eng,4.36,101286,15153,https://images.gr-assets.com/books/1327873479m/7824322.jpg
638,8975330,76,9780307592840,Jennifer Egan,2010,A Visit From the Goon Squad,eng,3.64,139744,15030,https://images.gr-assets.com/books/1356844046m/7331435.jpg
329,3364076,111,9781401323260,Randy Pausch - Jeffrey Zaslow,2008,The Last Lecture,eng,4.25,248143,14988,https://images.gr-assets.com/books/1388075896m/2318271.jpg
101,1030767,59,9780349113910,David Sedaris,2000,Me Talk Pretty One Day,eng,3.97,514276,14982,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
72,849585,289,9780450040180,Stephen King,1977,The Shining,eng,4.17,830881,14936,https://images.gr-assets.com/books/1353277730m/11588.jpg
270,46663,306,9781844080380,Daphne du Maurier - Sally Beauman,1938,Rebecca,en-US,4.20,329596,14920,https://images.gr-assets.com/books/1327871977m/12873.jpg
62,1536771,287,9780679879240,Philip Pullman,1995,Northern Lights,eng,3.94,994914,14915,https://images.gr-assets.com/books/1451271747m/119322.jpg
162,3324344,675,,Albert Camus - Matthew    Ward,1942,L'Étranger,eng,3.96,483623,14836,https://images.gr-assets.com/books/1349927872m/49552.jpg
212,2307233,155,9780385721790,Ian McEwan,2001,Atonement,eng,3.88,365658,14815,https://images.gr-assets.com/books/1320449708m/6867.jpg
697,14893776,49,9780062049800,Ann Patchett,2011,State of Wonder,eng,3.85,135740,14781,https://images.gr-assets.com/books/1454428541m/9118135.jpg
29,3349450,1937,9780743477120,William Shakespeare - Robert           Jackson,1595,An Excellent conceited Tragedie of Romeo and Juliet,eng,3.73,1672889,14778,https://images.gr-assets.com/books/1327872146m/18135.jpg
886,23753235,69,9780356500160,M.R. Carey,2014,The Girl with All the Gifts,eng,3.93,119493,14701,https://images.gr-assets.com/books/1403033579m/17235026.jpg
470,24987300,129,9780316322410,Malala Yousafzai - Christina Lamb,2012,I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,eng,4.06,227850,14667,https://images.gr-assets.com/books/1375414895m/17851885.jpg
255,817219,147,9780452011880,Ayn Rand - Leonard Peikoff,1957,Atlas Shrugged,eng,3.68,296645,14666,https://images.gr-assets.com/books/1405868167m/662.jpg
1671,43346673,51,9781250049550,Rainbow Rowell,2015,Carry On,eng,4.19,87797,14621,https://images.gr-assets.com/books/1429810397m/23734628.jpg
